StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,,,,Q2,Q2_5_TEXT,Q3,Q3_1_TEXT,Q3_2_TEXT,Q3_3_TEXT,Q4,Q4_4_TEXT,Q5,Q5_6_TEXT,Q6,Q7,Q7_4_TEXT,Q7_3_TEXT,Q8_2,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_12,Q10_13,Q10_14,Q10_15,Q10_16,Q10_17,Q10_18,Q10_19,Q10_20,Q10_21,Q10_22,Q10_23,Q10_24,Q10_25,Q10_26,Q10_27,Q10_28,Q10_29,Q10_30,Q10_31,Q10_32,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_14,Q11_15,Q11_16,Q11_17,Q11_18,Q11_19,Q11_20,Q11_21,Q11_22,Q11_23,Q11_24,Q11_25,Q11_26,Q11_27,Q11_28,Q11_29,Q11_30,Q11_31,Q11_32,Q12_1,Q12_2,Q12_3,Q13_1,Q13_2,Q13_3,Q14_1,Q14_2,Q14_3,Q15_1,Q15_2,Q16_1,Q16_2,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q19,Q20_1,Q20_2,Q20_3,Q21,Q21_4_TEXT,Q22,Q23,Q24,Q25,Q26,Q27,Q28
10/27/2019 9:09,10/27/2019 9:14,IP Address,152.3.43.43,100,302,TRUE,10/27/2019 9:14,R_2YWL0g7NaeRAJem,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am interested in economics as a subject.,It will help me achieve my career goals.",,Consultant,It made my decision easier.,,,17,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,Yes,Yes,Average,Average,No change,I now feel like it is more competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",4,2,6,5,6,8,A few times a month,2,4,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Female,Yes,
10/27/2019 9:38,10/27/2019 9:41,IP Address,152.3.43.40,100,228,TRUE,10/27/2019 9:41,R_3EmdPj762hpzPqp,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,"I am exploring potential interests.,I am interested in economics as a subject.",,Lawyer,I registered for this class not knowing it was Pass/Fail.,,,70,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Above-average competitive,I now feel it is less competitive,I now feel it is less competitive,"Asset pricing,Marriage and divorce,Optimal rate at which to switch telephone service providers",10,4,4,5,9,10,Daily,3,3,1,"Yes, it increases my probability.",,Both of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Male,Yes,
10/27/2019 10:19,10/27/2019 10:38,IP Address,152.3.43.41,100,1184,TRUE,10/27/2019 10:38,R_1PT3OI9od1UsFyM,,,,Freshman,,May of,2023,,,This is my first formal economics course,,I am interested in economics as a subject.,,"Academic or Researcher,Wall Street-type occupation,Consultant,Lawyer",I registered for this class not knowing it was Pass/Fail.,,,85,I expect a double major with economics being one of my majors,,,,,,,,,,,Pick one or two majors,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Neutral,Neutral,Neutral,Above-average competitive,Extremely competitive,I now feel like it is more competitive,I now feel like it is more competitive,"Asset pricing,Optimal rate at which to switch telephone service providers",10,10,3,0,8,9,A few times a week,2,1,1,"No, it is irrelevant.",,"I don't know, N/A.",TRUE,No,White (including Middle Eastern),Male,Yes,
10/27/2019 10:54,10/27/2019 11:51,IP Address,152.3.43.49,100,3412,TRUE,10/27/2019 11:51,R_3szXL6Kfb8OFrv3,,,,Freshman,,May of,2023,,,This is my first formal economics course,,It will help me achieve my career goals.,,"Wall Street-type occupation,Working for a government agency, non-profit, foundation, NGO, etc.",It had no effect on my decision.,,,100,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Neutral,Neutral,Neutral,Yes,Yes,Yes,Average,Average,No change,No change,"Asset pricing,Optimal rate at which to switch telephone service providers",10,6,5,5,10,7,Daily,2,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,Black or African America (including Africa and Caribbean),Female,Yes,
10/25/2019 9:46,10/27/2019 12:12,IP Address,198.86.29.21,100,181548,TRUE,10/27/2019 12:12,R_2Cxm3oPdsVXm3lk,,,,Freshman,,May of,2023,,,This is my first formal economics course,,I am exploring potential interests.,,"Policy Analyst,Lawyer",It had no effect on my decision.,,,2,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,No,Neutral,Average,Average,No change,No change,Asset pricing,4,2,2,5,4,6,Daily,1,3,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Male,Yes,
10/27/2019 12:49,10/27/2019 12:52,IP Address,152.3.43.45,100,203,TRUE,10/27/2019 12:52,R_2AQLp6JTtYSgZ3P,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.",,"Wall Street-type occupation,Consultant",It made my decision easier.,,,20,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Yes,Yes,I'm not sure,Yes,I'm not sure,I'm not sure,I'm not sure,Above-average competitive,Extremely competitive,I now feel like it is more competitive,I now feel like it is more competitive,"Asset pricing,Optimal rate at which to switch telephone service providers",9,8,1,5,8,5,A few times a week,2,4,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Male,Yes,
10/27/2019 13:58,10/27/2019 14:01,IP Address,152.3.43.49,100,189,TRUE,10/27/2019 14:01,R_2sSJpqbAwqzSNCb,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,I am exploring potential interests.,,None of the above,I registered for this class not knowing it was Pass/Fail.,,,1,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,No,Neutral,Average,Average,No change,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",9,9,5,3,10,10,A few times a week,5,5,1,"No, it is irrelevant.",,"I don't know, N/A.",TRUE,,,,No,
10/27/2019 14:08,10/27/2019 14:11,IP Address,152.3.43.45,100,169,TRUE,10/27/2019 14:11,R_3eh8b1FCxqNEmei,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,"I am exploring potential interests.,I am interested in economics as a subject.,It will help me achieve my career goals.",,Lawyer,It made my decision easier.,,,30,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,Yes,Neutral,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Extremely competitive,No change,No change,"Asset pricing,Marriage and divorce,Optimal rate at which to switch telephone service providers",10,10,3,3,7,10,Daily,4,3,2,"No, it is irrelevant.",,Only my father received a college or university degree.,FALSE,No,White (including Middle Eastern),Female,Yes,
10/27/2019 16:40,10/27/2019 16:46,IP Address,152.3.43.41,100,411,TRUE,10/27/2019 16:46,R_empTePq0gS9LWFP,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential career paths.,It will help me achieve my career goals.",,Wall Street-type occupation,It made my decision easier.,,,85,I expect a single major in economics,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Neutral,Yes,Yes,Yes,Yes,Extremely competitive,Extremely competitive,I now feel like it is more competitive,I now feel like it is more competitive,"Asset pricing,Optimal rate at which to switch telephone service providers",7,9,5,5,9,8,A few times a week,4,3,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,White (including Middle Eastern),Male,Yes,
10/27/2019 18:16,10/27/2019 18:21,IP Address,152.3.43.43,100,329,TRUE,10/27/2019 18:21,R_1dFfjmLqV3bJbPG,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,It will help me achieve my career goals.,My parents or relatives pressured me.",,"Academic or Researcher,Policy Analyst,Lawyer,Working for a government agency, non-profit, foundation, NGO, etc.",It made my decision easier.,,,50,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,Pick one or two majors,,,,,,,,,,,,,Yes,Neutral,Yes,Yes,Neutral,Yes,Yes,Yes,Yes,Average,Above-average competitive,No change,No change,"Asset pricing,Protection of endangered species",8,5,9,8,10,10,A few times a week,4,3,4,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,Asian (including Indian subcontinent and Philippines),Female,Yes,
10/27/2019 19:26,10/27/2019 19:29,IP Address,152.3.43.43,100,220,TRUE,10/27/2019 19:29,R_2P7fEQtW1eBtTA9,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,"Consultant,Medical profession",It made my decision easier.,,,25,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Yes,Yes,Yes,Yes,Yes,Neutral,Yes,Above-average competitive,Extremely competitive,I now feel it is less competitive,I now feel like it is more competitive,Asset pricing,3,2,1,2,9,8,A few times a month,3,3,5,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,Asian (including Indian subcontinent and Philippines),Female,Yes,
10/27/2019 19:54,10/27/2019 20:00,IP Address,198.86.29.21,100,355,TRUE,10/27/2019 20:00,R_1n8RwNZME5NDOWe,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,None of the above,I registered for this class not knowing it was Pass/Fail.,,,50,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,Yes,Neutral,I'm not sure,Yes,I'm not sure,I'm not sure,I'm not sure,I'm not sure,I'm not sure,Average,Above-average competitive,No change,No change,"Asset pricing,Optimal rate at which to switch telephone service providers",6,7,4,0,6,5,A few times a month,2,2,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Female,Yes,
10/27/2019 19:57,10/27/2019 20:01,IP Address,152.3.43.49,100,247,TRUE,10/27/2019 20:01,R_3Jbh0nJsCZ3U7Sm,,,,Freshman,,May of,2023,,,High school AP economics course(s).,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,"Wall Street-type occupation,Consultant,Lawyer",I registered for this class not knowing it was Pass/Fail.,,,80,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Neutral,Neutral,Neutral,Yes,Yes,Yes,Above-average competitive,Extremely competitive,No change,I now feel like it is more competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,3,4,5,8,8,Daily,3,2,1,"No, it is irrelevant.",,Only my father received a college or university degree.,FALSE,No,White (including Middle Eastern),Male,Yes,
10/27/2019 20:27,10/27/2019 20:36,IP Address,152.3.43.49,100,545,TRUE,10/27/2019 20:36,R_3hasMd0mJejOMrr,,,,Freshman,,May of,2023,,,This is my first formal economics course,,I am exploring potential career paths.,,"Academic or Researcher,Policy Analyst,Consultant,Lawyer",I registered for this class not knowing it was Pass/Fail.,,,68,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Yes,Neutral,Yes,Yes,Neutral,Yes,Yes,Yes,Above-average competitive,Above-average competitive,I now feel it is less competitive,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,9,8,4,9,10,A few times a week,3,3,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,White (including Middle Eastern),Female,No,
10/27/2019 21:12,10/27/2019 21:14,IP Address,152.3.43.43,100,99,TRUE,10/27/2019 21:14,R_daKcKURtaGABbm9,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Wall Street-type occupation,Policy Analyst,Consultant,Lawyer",It made my decision easier.,,,5,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Extremely competitive,I now feel it is less competitive,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",2,1,2,0,6,7,Daily,1,3,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Female,Yes,
10/27/2019 21:12,10/27/2019 21:15,IP Address,198.86.29.21,100,174,TRUE,10/27/2019 21:15,R_2Ys2LgzEEKtDeLr,,,,Freshman,,May of,2023,,,This is my first formal economics course,,I am exploring potential interests.,,"Policy Analyst,Consultant",I registered for this class not knowing it was Pass/Fail.,,,80,I expect a double major with economics being one of my majors,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Yes,Yes,Yes,Yes,Yes,Yes,Neutral,Neutral,Above-average competitive,Average,No change,No change,None of the above,8,4,2,2,2,6,Daily,2,3,2,"Yes, it increases my probability.",,Both of my parents received a college or university degree.,TRUE,No,Asian (including Indian subcontinent and Philippines),,Yes,
10/27/2019 21:26,10/27/2019 21:31,IP Address,152.3.43.49,100,276,TRUE,10/27/2019 21:31,R_1lgHY2SgR9F2UBE,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,"Wall Street-type occupation,Consultant,Lawyer",It had no effect on my decision.,,,70,I expect a double major with economics being one of my majors,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Yes,Yes,Neutral,Neutral,Neutral,I'm not sure,I'm not sure,I'm not sure,Average,Above-average competitive,No change,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",7,8,9,10,7,6,A few times a week,2,3,2,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,Yes,White (including Middle Eastern),Male,Yes,
10/28/2019 9:43,10/28/2019 9:49,IP Address,152.3.43.46,100,368,TRUE,10/28/2019 9:49,R_T4JfAD6d8Ggaklb,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.",,"Academic or Researcher,Wall Street-type occupation,Policy Analyst,Working for a government agency, non-profit, foundation, NGO, etc.",It made my decision easier.,,,80,I expect a double major with economics being one of my majors,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Yes,Yes,Neutral,Neutral,Neutral,Yes,Yes,Yes,Extremely competitive,Extremely competitive,No change,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,6,2,2,7,8,A few times a week,1,3,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,White (including Middle Eastern),Male,Yes,
10/28/2019 9:47,10/28/2019 9:50,IP Address,152.3.43.45,100,176,TRUE,10/28/2019 9:50,R_1GQCtmSPSYG9Nq0,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am interested in economics as a subject.",,Academic or Researcher,It made my decision easier.,,,21,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,Pick one or two majors,,,,Neutral,No,Neutral,Yes,Neutral,Yes,Yes,Yes,Yes,Average,Average,I now feel like it is more competitive,I now feel it is less competitive,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,10,1,2,7,6,A few times a month,1,3,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,White (including Middle Eastern),Female,Yes,
10/28/2019 9:38,10/28/2019 9:52,IP Address,152.3.43.56,100,852,TRUE,10/28/2019 9:52,R_OPBe0w5lwzhl1V7,,,,Freshman,,May of,2023,,,This is my first formal economics course,,I am exploring potential interests.,,None of the above,It made my decision easier.,,,60,I expect a double major with economics being one of my majors,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Neutral,Neutral,Neutral,Yes,Yes,Yes,Above-average competitive,Above-average competitive,No change,No change,"Asset pricing,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",2,5,5,5,7,5,A few times a week,2,4,3,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
10/28/2019 9:56,10/28/2019 9:58,IP Address,152.3.43.230,100,125,TRUE,10/28/2019 9:58,R_2WJgrwqWatn2858,,,,Junior,,May of,2021,,,This is my first formal economics course,,"I am exploring potential interests.,I am interested in economics as a subject.",,Consultant,It was crucial to my decision.,,,0,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Neutral,Neutral,Neutral,Yes,I'm not sure,Yes,Average,Above-average competitive,No change,No change,"Asset pricing,Marriage and divorce,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",4,2,2,4,7,8,A few times a week,1,2,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,Asian (including Indian subcontinent and Philippines),Female,Yes,
10/25/2019 11:47,10/28/2019 9:59,IP Address,152.3.43.43,100,252692,TRUE,10/28/2019 9:59,R_1OvgDtOeqY2tVn9,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.",,"Academic or Researcher,Policy Analyst,Consultant",It made my decision easier.,,,20,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Extremely competitive,I now feel like it is more competitive,I now feel like it is more competitive,"Asset pricing,Compliance by AIDS patients with their prescribed drug regimens,Protection of endangered species,Optimal rate at which to switch telephone service providers",9,10,7,6,5,7,A few times a week,1,1,2,"Yes, it increases my probability.",,Both of my parents received a college or university degree.,TRUE,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
10/28/2019 9:59,10/28/2019 10:05,IP Address,152.3.43.56,100,329,TRUE,10/28/2019 10:05,R_2qdte4IQ4Rb6lQ4,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,It will help me achieve my career goals.",,"Wall Street-type occupation,Consultant,Lawyer,Working for a government agency, non-profit, foundation, NGO, etc.",I registered for this class not knowing it was Pass/Fail.,,,65,I expect a double major with economics being one of my majors,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Yes,Neutral,Neutral,Neutral,Neutral,Yes,Neutral,Yes,Average,Extremely competitive,I now feel like it is more competitive,I now feel like it is more competitive,"Asset pricing,Protection of endangered species,Optimal rate at which to switch telephone service providers",8,7,3,4,7,6,Hardly ever,3,3,3,"No, it is irrelevant.",,Both of my parents received a college or university degree.,TRUE,No,Asian (including Indian subcontinent and Philippines),Male,Yes,
10/28/2019 9:59,10/28/2019 10:05,IP Address,152.3.43.42,100,353,TRUE,10/28/2019 10:05,R_1rwAJGgJ7Y0tbMI,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,I am exploring potential career paths.,,"Wall Street-type occupation,Consultant",It made my decision easier.,,,0,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Neutral,Neutral,Neutral,Neutral,Yes,Yes,Yes,Average,Above-average competitive,No change,No change,"Asset pricing,Optimal rate at which to switch telephone service providers",6,7,5,5,7,7,A few times a week,2,3,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Male,Yes,
10/28/2019 10:22,10/28/2019 10:26,IP Address,152.3.43.43,100,263,TRUE,10/28/2019 10:26,R_1mx5z0xaQsQKAyL,,,,Freshman,,May of,2023,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,It will help me achieve my career goals.",,"Wall Street-type occupation,Consultant,Lawyer",I registered for this class not knowing it was Pass/Fail.,,,35,I expect a double major with economics being one of my majors,,,,,,Pick one or two majors,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Neutral,Neutral,Neutral,Yes,Yes,Yes,Above-average competitive,Extremely competitive,No change,No change,"Asset pricing,Optimal rate at which to switch telephone service providers",0,10,0,0,10,10,A few times a week,0,0,0,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Female,Yes,
10/28/2019 10:29,10/28/2019 10:42,IP Address,152.3.43.48,100,795,TRUE,10/28/2019 10:42,R_2bVtD8gCTamahFC,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,"I am exploring potential interests.,I am exploring potential career paths.,I am interested in economics as a subject.,It will help me achieve my career goals.,My parents or relatives pressured me.",,"Consultant,Working for a government agency, non-profit, foundation, NGO, etc.",It had no effect on my decision.,,,20,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,Neutral,I'm not sure,Yes,Yes,I'm not sure,Yes,Yes,Yes,Yes,Extremely competitive,Extremely competitive,I now feel like it is more competitive,I now feel like it is more competitive,"Asset pricing,Marriage and divorce,Optimal rate at which to switch telephone service providers",6,4,5,6,10,10,A few times a week,2,1,2,"No, it is irrelevant.",,"I don't know, N/A.",TRUE,No,Asian (including Indian subcontinent and Philippines),Female,Yes,
10/28/2019 13:55,10/28/2019 13:59,IP Address,198.86.29.21,100,282,TRUE,10/28/2019 13:59,R_wMmCAJPNy42ufLj,,,,Sophomore,,May of,2022,,,This is my first formal economics course,,I am exploring potential interests.,,Wall Street-type occupation,It made my decision easier.,,,100,I expect a single major in economics,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Above-average competitive,Above-average competitive,No change,No change,Optimal rate at which to switch telephone service providers,6,5,8,3,10,6,Daily,1,3,2,"Yes, it increases my probability.",,Both of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Male,Yes,
10/28/2019 13:54,10/28/2019 14:02,IP Address,152.3.43.46,100,505,TRUE,10/28/2019 14:02,R_2QXur8z1uTmOJCg,,,,Freshman,,May of,2023,,,Other—please describe.,Took AP Macro not AP Micro.,"I am exploring potential interests.,I am exploring potential career paths.,It will help me achieve my career goals.",,Wall Street-type occupation,I registered for this class not knowing it was Pass/Fail.,,,70,I expect a double major with economics being one of my majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Neutral,Yes,Neutral,Neutral,Yes,Yes,Neutral,Yes,Extremely competitive,Extremely competitive,I now feel like it is more competitive,I now feel like it is more competitive,"Asset pricing,Optimal rate at which to switch telephone service providers",3,8,0,0,6,6,A few times a week,4,1,1,"No, it is irrelevant.",,Both of my parents received a college or university degree.,FALSE,No,White (including Middle Eastern),Male,Yes,
10/29/2019 8:30,10/29/2019 8:34,IP Address,152.3.43.49,100,245,TRUE,10/29/2019 8:34,R_PCyTtyWDQpkBrTH,,,,Freshman,,May of,2023,,,This is my first formal economics course,,I am exploring potential interests.,,"Lawyer,Working for a government agency, non-profit, foundation, NGO, etc.",I registered for this class not knowing it was Pass/Fail.,,,5,"No, I do not expect to major in economics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pick one or two majors,,Pick one or two majors,,,,,,Yes,Neutral,Neutral,Neutral,I'm not sure,Neutral,Yes,Yes,Yes,Above-average competitive,Above-average competitive,No change,No change,"Asset pricing,Marriage and divorce",8,4,5,3,5,7,Daily,3,2,1,"No, it is irrelevant.",,Neither of my parents received a college or university degree.,TRUE,No,"Black or African America (including Africa and Caribbean),White (including Middle Eastern)",Female,Yes,
